"","Question","Answer"
"3430","Got any other responses?","My answers vary with different questions. Try asking me something else!"
"3431","Got any other answers?","My answers vary with different questions. Try asking me something else!"
"3432","I think you already said that","My answers vary with different questions. Try asking me something else!"
"3433","I wish you'd say something else","My answers vary with different questions. Try asking me something else!"
"3434","Is that the only answer you have?","My answers vary with different questions. Try asking me something else!"
"3435","Is that all you've got?","My answers vary with different questions. Try asking me something else!"
"3436","Is that all you can say? ","My answers vary with different questions. Try asking me something else!"
"3437","I'm gonna need a different answer","My answers vary with different questions. Try asking me something else!"
"3438","I'm going to need a new response","My answers vary with different questions. Try asking me something else!"
"3439","I'm going to need a new answer","My answers vary with different questions. Try asking me something else!"
"3440","I'm going to need a different answer","My answers vary with different questions. Try asking me something else!"
"3441","I want you to say anything else","My answers vary with different questions. Try asking me something else!"
"3442","I wish you'd stop repeating yourself","My answers vary with different questions. Try asking me something else!"
"3443","I want you to say something else","My answers vary with different questions. Try asking me something else!"
"3444","I wish you'd say anything else","My answers vary with different questions. Try asking me something else!"
"3445","I wish you'd change your responses","My answers vary with different questions. Try asking me something else!"
"3446","I wish you would say something else","My answers vary with different questions. Try asking me something else!"
"3447","I wish you weren't so repetitive","My answers vary with different questions. Try asking me something else!"
"3448","I wish you had something else to say","My answers vary with different questions. Try asking me something else!"
"3449","I want you to stop repeating yourself","My answers vary with different questions. Try asking me something else!"
"3450","Don't you have anything new to say?","My answers vary with different questions. Try asking me something else!"
"3451","I would love it if you stopped repeating yourself","My answers vary with different questions. Try asking me something else!"
"3452","Can you tell me something else?","My answers vary with different questions. Try asking me something else!"
"3453","Got any new material?","My answers vary with different questions. Try asking me something else!"
"3454","Can't you tell me something new? ","My answers vary with different questions. Try asking me something else!"
"3455","Can't you tell me something else?","My answers vary with different questions. Try asking me something else!"
"3456","Can't you tell me something different?","My answers vary with different questions. Try asking me something else!"
"3457","Can't you say anything else? ","My answers vary with different questions. Try asking me something else!"
"3458","Can't you change your answers?","My answers vary with different questions. Try asking me something else!"
"3459","Can you try saying something else?","My answers vary with different questions. Try asking me something else!"
"3460","Come up with something new","My answers vary with different questions. Try asking me something else!"
"3461","Can you tell me something new? ","My answers vary with different questions. Try asking me something else!"
"3462","Cool story, bro. Tell it again.","My answers vary with different questions. Try asking me something else!"
"3463","Can you switch up your answers?","My answers vary with different questions. Try asking me something else!"
"3464","Can you say something else?","My answers vary with different questions. Try asking me something else!"
"3465","Can you say anything else?","My answers vary with different questions. Try asking me something else!"
"3466","Can you give me another answer?","My answers vary with different questions. Try asking me something else!"
"3467","Can you give me a different answer?","My answers vary with different questions. Try asking me something else!"
"3468","Can you come up with something else to say? ","My answers vary with different questions. Try asking me something else!"
"3469","Can you come up with anything else? ","My answers vary with different questions. Try asking me something else!"
"3470","Can you try saying anything else?","My answers vary with different questions. Try asking me something else!"
"3471","Do you have any other responses?","My answers vary with different questions. Try asking me something else!"
"3472","Is that the only response you know?","My answers vary with different questions. Try asking me something else!"
"3473","Don't you have anything else to say? ","My answers vary with different questions. Try asking me something else!"
"3474","Don't you have anything different to say? ","My answers vary with different questions. Try asking me something else!"
"3475","Don't you have any other answers?","My answers vary with different questions. Try asking me something else!"
"3476","Don't you have any new material?","My answers vary with different questions. Try asking me something else!"
"3477","Do your answers ever change?","My answers vary with different questions. Try asking me something else!"
"3478","Do you know how to say anything else?","My answers vary with different questions. Try asking me something else!"
"3479","Come up with something else","My answers vary with different questions. Try asking me something else!"
"3480","Do you have anything new to say? ","My answers vary with different questions. Try asking me something else!"
"3481","Don't you say anything else? ","My answers vary with different questions. Try asking me something else!"
"3482","Didn't you already tell me that? ","My answers vary with different questions. Try asking me something else!"
"3483","Didn't you already say that? ","My answers vary with different questions. Try asking me something else!"
"3484","Didn't I see that already? ","My answers vary with different questions. Try asking me something else!"
"3485","Could you tell me something new?","My answers vary with different questions. Try asking me something else!"
"3486","Could you tell me something else? ","My answers vary with different questions. Try asking me something else!"
"3487","Could you say something new?","My answers vary with different questions. Try asking me something else!"
"3488","Could you say something else?","My answers vary with different questions. Try asking me something else!"
"3489","Do you know any other responses?","My answers vary with different questions. Try asking me something else!"
"3490","You keep saying the same stuff","My answers vary with different questions. Try asking me something else!"
